N_ТРАНСП,ДАТА_НАКЛ,N_ДОГОВ,ГОД_ДОГОВ,КОД_ЖД,ТА_ПРИБ_ЗД,А_ПРИБ_СКЛ,Я_ПРИБ_СКЛ,ДАТА_ВЫГР,ВРЕМЯ_ВЫГР,СМЕНА_ВЫГР,ВЕС_ДОКУМ,ВЕС_СТАН,ПР_ЗАСОР,ПР_ЗАСОР_Р,ВЕС_ФАКТ,ОМ_ПО_НАКЛ,ЛОМ_ФАКТ,ЛОМ_ВЗ,ВЕС_ЛОМА,ПРОЦ_НДС,ЦЕНА_ТОННЫ,СТОИМ,N_АКТА_M7,ДАТА_АКТА,ЗАСОР_ТАРА,СХЕМ_ТАРИФ
54742721,20210405,1,2021,63,20210411,20210412,"14,1",20210413,14,А,"66,24","65,85",3,"4,18","63,098",3АН,3АН,3АН,"63,098",20,29215,"1843408,07",0000003279,20210413,"0,800",0
53498572,20210405,1,2021,63,20210411,20210412,"14,1",20210413,14,А,"66,77","66,05",2,"2,74","64,239",2А,2А,2А,"64,239",20,29615,"1902437,99",0000003278,20210413,"0,500",0
58056540,20210401,1,2021,17,20210409,20210413,4,20210413,6,Б,"58,3","58,7",2,"2,75","57,085",3А,5АЭ,5АЭ,"57,085",20,28808,"1644504,68",0000003259,20210413,"0,450",0
56033657,20210406,1,2021,61,20210409,20210413,4,20210413,6,А,"53,8","54,3",4,"4,62","51,792",5АЭ,5АЭ,5АЭ,"51,792",20,29499,"1527812,21",0000003257,20210413,"0,350",0
56225642,20210406,1,2021,61,20210409,20210413,4,20210413,6,Б,"56,85",57,"4,5","4,84","54,244",5АЭ,5АЭ,5АЭ,"54,244",20,29499,"1600143,76",0000003258,20210413,"0,200",0
61624300,20210407,1,2021,61,20210409,20210413,4,20210413,6,А,62,"63,05",3,"3,69","60,722",3АН,3АН,3АН,"60,722",20,29897,"1815405,63",0000003260,20210413,"0,450",0
55338495,20210407,1,2021,61,20210409,20210413,4,20210413,6,А,"62,2","63,95",3,"3,91","61,449",5А,5А,5А,"61,449",20,29397,"1806416,25",0000003256,20210413,"0,600",0
59253146,20210408,1,2021,61,20210410,20210412,23,20210413,1,А,"62,75","62,55",1,"1,32","61,726",,3АЖДЛ-Ч,3А ЖДЛ,"61,726",20,31049,"1916530,57",0000003248,20210413,"0,200",0
56664402,20210402,1,2021,17,20210409,20210412,23,20210413,1,Б,"59,55","57,7",3,"3,76","55,532",5А,5А,5А,"55,532",20,28615,"1589048,18",0000003245,20210413,"0,450",0
58477886,20210401,1,2021,17,20210409,20210412,23,20210413,1,А,"58,7","58,35","2,5","3,5","56,306",5А,5АЭ,5АЭ,"56,306",20,28865,"1625272,69",0000003243,20210413,"0,600",0
58055328,20210401,1,2021,17,20210409,20210412,23,20210413,1,Б,"55,4","53,9",3,"4,17","51,652",5А,5АЭ,5АЭ,"51,652",20,28865,"1490934,98",0000003244,20210413,"0,650",0
56556228,20210405,1,2021,63,20210410,20210412,23,20210413,1,Б,"65,1","63,85",3,"3,53","61,595",15А,16А,16А,"61,595",20,24467,"1507044,87",0000003247,20210413,"0,350",0
52715596,20210402,1,2021,17,20210409,20210412,23,20210413,1,А,"67,85","66,4",1,"1,22","65,587",5А ЖДЛ,3А ЖДЛ,3А ЖДЛ,"65,587",20,29708,"1948458,6",0000003242,20210413,"0,150",0
53475174,20210406,1,2021,63,20210410,20210412,23,20210413,1,Б,"61,8","63,15",3,"3,84","60,722",3А,3АН,3АН,"60,722",20,29228,"1774782,62",0000003246,20210413,"0,550",0
63980643,20210406,1,2021,63,20210410,20210412,23,20210413,1,Б,"62,8","64,15",3,"4,51","61,255",3А,3АН,3АН,"61,255",20,29228,"1790361,14",0000003249,20210413,"1,000",0
52835857,20210402,1,2021,63,20210407,20210411,"23,1",20210413,14,В,"67,3","67,05",3,"3,29","64,844",15А,16А,16А,"64,844",20,24467,"1586538,15",0000003271,20210413,"0,200",0
56172828,20210403,1,2021,61,20210406,20210413,4,20210413,6,В,"57,5","55,8","3,65","4,6","53,231",8АЭ,9А,9А,"18,297",20,29449,"538828,35",0000003252,20210413,"0,550",0
56172828,20210403,1,2021,61,20210406,20210413,4,20210413,6,В,"57,5","55,8","3,65","4,6","53,231",5АЭ,5АЭ,5АЭ,"34,934",20,29499,"1030518,07",0000003252,20210413,,0
64169501,20210331,1,2021,63,20210408,20210412,10,20210413,15,А,"65,55","64,9",4,"5,55","61,296",3АН,3АН,3АН,"61,296",20,29192,"1789352,83",0000003275,20210413,"1,050",0
0057,20210411,1,2021,61,20210411,20210412,8,20210413,8,Б,"38,65","38,5",2,2,"37,73",5АЭ,5АЭ,5АЭ,"37,73",20,30647,"1156311,31",,,,
0060,20210411,1,2021,61,20210411,20210412,8,20210413,8,Б,"44,3","44,05",2,2,"43,169",5АЭ,5АЭ,5АЭ,"43,169",20,30647,"1323000,34",,,,
0056,20210411,1,2021,61,20210411,20210412,8,20210413,8,Б,39,"38,95",2,2,"38,171",5АЭ,5АЭ,5АЭ,"38,171",20,30647,"1169826,64",,,,
0059,20210411,1,2021,61,20210411,20210412,9,20210413,8,А,39,"39,7",2,2,"38,906",5АЭ,5АЭ,5АЭ,"38,906",20,30647,"1192352,18",0000003266,20210413,,
0067,20210411,1,2021,61,20210411,20210412,8,20210413,8,А,"38,75","39,05",2,2,"38,269",5АЭ,5АЭ,5АЭ,"38,269",20,30647,"1172830,04",,,,
0058,20210411,1,2021,61,20210411,20210412,8,20210413,8,А,"41,7","41,6",2,2,"40,768",5АЭ,5АЭ,5АЭ,"40,768",20,30647,"1249416,9",,,,
0064,20210411,1,2021,61,20210411,20210413,4,20210413,6,А,"41,85","42,25",2,2,"41,405",5АЭ,5АЭ,5АЭ,"41,405",20,30647,"1268939,04",0000003267,20210413,,
0072,20210411,1,2021,61,20210411,20210412,8,20210413,8,А,"38,1","37,5",2,2,"36,75",5АЭ,5АЭ,5АЭ,"36,75",20,30647,"1126277,25",0000003268,20210413,,
0068,20210412,1,2021,61,20210412,20210412,8,20210413,8,Б,"40,8",41,2,2,"40,18",5АЭ,5АЭ,5АЭ,"40,18",20,30647,"1231396,46",,,,
0040,20210412,1,2021,61,20210412,20210412,8,20210413,8,Б,"39,15","40,1",2,2,"39,298",5АЭ,5АЭ,5АЭ,"39,298",20,30647,"1204365,81",0000003269,20210413,,
0033,20210412,1,2021,61,20210412,20210412,8,20210413,8,Б,"34,3","34,2",2,2,"33,516",5АЭ,5АЭ,5АЭ,"33,516",20,30647,"1027164,85",,,,
0045,20210412,1,2021,61,20210412,20210412,8,20210413,8,Б,"34,6","34,5",2,2,"33,81",5АЭ,5АЭ,5АЭ,"33,81",20,30647,"1036175,07",,,,
0061,20210412,1,2021,61,20210412,20210413,4,20210413,6,Б,"33,4","33,7",2,2,"33,026",5АЭ,5АЭ,5АЭ,"33,026",20,30647,"1012147,82",,,,
60580933,20210331,1,2021,58,20210407,20210413,"6,3",20210414,13,Г,"56,95","56,25",3,"4,64","53,641",3А,5АЭ,5АЭ,"53,641",20,28778,"1543680,7",0000003295,20210414,"0,950",0
54602636,20210405,1,2021,58,20210410,20210413,"6,3",20210414,12,Г,"52,6","51,7","3,5","4,25","49,504",3А,12А,12А,"49,504",20,28475,"1409626,4",0000003300,20210414,"0,400",0
56942741,20210325,1,2021,80,20210331,20210413,"18,5",20210414,"12,3",Б,"64,2","62,25","4,12","4,35","59,541",6А,6А,6А,"59,541",20,30797,"1833684,18",0000003292,20210414,"0,150",1
55377063,20210404,1,2021,17,20210410,20210413,"0,1",20210414,"12,3",В,"68,6","67,55",3,"3,43","65,232",3АН,3АН,3АН,"65,232",20,29093,"1897794,58",0000003301,20210414,"0,300",0
56015035,20210404,1,2021,17,20210410,20210413,"0,1",20210414,"12,3",В,"62,25","61,2","3,5","4,29","58,575",3АН,3АН,3АН,"58,575",20,29093,"1704122,48",0000003302,20210414,"0,500",0
53480463,20210404,1,2021,17,20210410,20210413,"6,3",20210414,12,Г,"67,95","66,95","4,5","4,71","63,794",3АН,3АН,3АН,"63,794",20,29093,"1855958,84",0000003299,20210414,"0,150",0
61172458,20210402,1,2021,17,20210410,20210413,"18,5",20210414,13,Б,"65,8","62,6","3,5","4,89","59,54",3АН,3АН,3АН,"59,54",20,31097,"1851515,38",0000003304,20210414,"0,900",1
57938482,20210402,1,2021,17,20210410,20210413,"0,1",20210414,"13,3",Г,"65,4","65,25","4,43","6,63","60,926",3АН,3АН,3АН,"58,016",20,31097,"1804123,55",0000003303,20210414,"1,500",1
57938482,20210402,1,2021,17,20210410,20210413,"0,1",20210414,"13,3",Г,"65,4","65,25","4,43","6,63","60,926",5А,5А,5А,"2,91",20,30597,"89037,27",0000003303,20210414,,1
61543328,20210405,1,2021,63,20210409,20210411,"6,2",20210414,13,А,"59,55","59,1","3,5","4,56","56,404",3АН,12А,12А,"56,404",20,28215,"1591438,86",0000003298,20210414,"0,650",0
63694905,20210406,1,2021,63,20210410,20210413,"6,3",20210414,13,Г,"65,8","65,35",3,3,"63,438",5А,5А,5А,"63,438",20,28728,"1822446,86",0000003305,20210414,,0
63778476,20210403,1,2021,63,20210407,20210408,"13,1",20210414,13,Б,"51,75","50,8",1,"1,49","50,044",,5А ЖДЛ,5А ЖДЛ,"50,044",20,29878,"1495214,63",0000003297,20210414,"0,250",0
50868579,20210404,1,2021,51,20210407,20210409,"5,4",20210414,13,В,"67,35","66,7",3,"3,58","64,311",3АН,3АН,3АН,"64,311",20,31097,"1999879,17",0000003293,20210414,"0,400",1
56742927,20210404,1,2021,51,20210407,20210409,"5,4",20210414,13,А,"70,1","69,25","2,5","3,13","67,08",3АН,3АН,3АН,"67,08",20,31097,"2085986,76",0000003294,20210414,"0,450",1
63769160,20210404,1,2021,51,20210407,20210409,"5,4",20210414,13,А,"68,55","67,3","2,5","3,15","65,179",3АН,3АН,3АН,"65,179",20,31097,"2026871,36",0000003296,20210414,"0,450",1
53486130,20210403,1,2021,61,20210406,20210413,22,20210414,0,В,69,"68,6","3,22","4,21","65,717",8АЭ,9А,9А,"26,146",20,29449,"769973,55",0000003281,20210414,"0,700",0
53486130,20210403,1,2021,61,20210406,20210413,22,20210414,0,В,69,"68,6","3,22","4,21","65,717",5АЭ,5А,5А,"39,571",20,29249,"1157412,18",0000003281,20210414,,0
60543600,20210331,1,2021,58,20210405,20210414,"12,3",20210414,13,Г,63,"10,05",3,3,"9,748",5А,5А,5А,"9,748",20,30597,"298259,56",0000003291,20210414,,1
60533940,20210408,1,2021,61,20210410,20210413,"6,3",20210414,"0,1",Г,"65,25","65,05","4,45","4,96","61,818",3А,5А,5А,"1,94",20,29899,"58004,06",0000003311,20210414,"0,350",0
60533940,20210408,1,2021,61,20210410,20210413,"6,3",20210414,"0,1",Г,"65,25","65,05","4,45","4,96","61,818",3А,3АН,3АН,"59,878",20,30399,"1820231,32",0000003311,20210414,,0
0066,20210412,1,2021,61,20210412,20210414,0,20210414,2,В,50,"50,95",2,2,"49,931",5АЭ,5АЭ,5АЭ,"49,931",20,30647,"1530235,36",0000003285,20210414,,
0018,20210412,1,2021,61,20210412,20210414,0,20210414,2,В,"46,1","46,55",2,2,"45,619",5АЭ,5АЭ,5АЭ,"45,619",20,30647,"1398085,49",0000003289,20210414,,
0055,20210412,1,2021,61,20210412,20210414,0,20210414,2,В,"40,7","41,45",2,2,"40,621",5АЭ,5АЭ,5АЭ,"40,621",20,30647,"1244911,79",0000003283,20210414,,
0044,20210412,1,2021,61,20210412,20210414,0,20210414,2,В,"42,55","43,55",2,2,"42,679",5АЭ,5АЭ,5АЭ,"42,679",20,30647,"1307983,31",0000003282,20210414,,
0053,20210412,1,2021,61,20210412,20210414,0,20210414,2,Г,"43,05","42,6",2,2,"41,748",5АЭ,5АЭ,5АЭ,"41,748",20,30647,"1279450,96",0000003286,20210414,,
0022,20210412,1,2021,61,20210412,20210414,0,20210414,2,Г,41,"39,4",2,2,"38,612",5АЭ,5АЭ,5АЭ,"38,612",20,30647,"1183341,96",0000003290,20210414,,
0070,20210412,1,2021,61,20210412,20210414,0,20210414,2,Г,"46,85","45,7",2,2,"44,786",5АЭ,5АЭ,5АЭ,"44,786",20,30647,"1372556,54",0000003288,20210414,,
0069,20210412,1,2021,61,20210412,20210414,0,20210414,2,Г,"36,2","35,9",2,2,"35,182",5АЭ,5АЭ,5АЭ,"35,182",20,30647,"1078222,75",,,,
0048,20210412,1,2021,61,20210412,20210414,0,20210414,2,Г,"34,6","34,95",2,2,"34,251",5АЭ,5АЭ,5АЭ,"34,251",20,30647,"1049690,4",0000003284,20210414,,
0063,20210412,1,2021,61,20210412,20210414,0,20210414,2,Г,"39,6","38,95",2,2,"38,171",5АЭ,5АЭ,5АЭ,"38,171",20,30647,"1169826,64",0000003287,20210414,,
0036,20210412,1,2021,61,20210412,20210414,0,20210414,2,Г,"33,55","33,65",2,2,"32,977",5АЭ,5АЭ,5АЭ,"32,977",20,30647,"1010646,12",,,,
0071,20210412,1,2021,61,20210412,20210414,0,20210414,2,Г,"38,3","38,45",2,2,"37,681",5АЭ,5АЭ,5АЭ,"37,681",20,30647,"1154809,61",,,,
0065,20210412,1,2021,61,20210412,20210414,0,20210414,2,Г,32,"32,15",2,2,"31,507",5АЭ,5АЭ,5АЭ,"31,507",20,30647,"965595,03",,,,
0072,20210413,1,2021,61,20210413,20210413,15,20210414,9,Б,"36,45","36,6",2,2,"35,868",5АЭ,5АЭ,5АЭ,"35,868",20,30647,"1099246,6",,,,
0064,20210413,1,2021,61,20210413,20210413,15,20210414,9,Б,"45,45","45,5",2,2,"44,59",5АЭ,5АЭ,5АЭ,"44,59",20,30647,"1366549,73",,,,
0057,20210413,1,2021,61,20210413,20210413,15,20210414,9,Б,"43,2","44,05",2,2,"43,169",5АЭ,5АЭ,5АЭ,"43,169",20,30647,"1323000,34",0000003308,20210414,,
0060,20210413,1,2021,61,20210413,20210413,15,20210414,9,Б,"46,7","47,2",2,2,"46,256",5АЭ,5АЭ,5АЭ,"46,256",20,30647,"1417607,63",0000003309,20210414,,
0056,20210413,1,2021,61,20210413,20210413,15,20210414,9,Б,"32,05","32,7",2,2,"32,046",5АЭ,5АЭ,5АЭ,"32,046",20,30647,"982113,76",0000003307,20210414,,
0068,20210413,1,2021,61,20210413,20210413,23,20210414,13,В,"46,35","46,75",2,2,"45,815",5АЭ,5АЭ,5АЭ,"45,815",20,30647,"1404092,31",0000003310,20210414,,
0040,20210413,1,2021,61,20210413,20210413,23,20210414,13,В,"45,8","46,25",2,2,"45,325",5АЭ,5АЭ,5АЭ,"45,325",20,30647,"1389075,28",0000003306,20210414,,
0033,20210413,1,2021,61,20210413,20210413,23,20210414,13,В,40,"40,2",2,2,"39,396",5АЭ,5АЭ,5АЭ,"39,396",20,30647,"1207369,21",,,,
0045,20210413,1,2021,61,20210413,20210413,23,20210414,13,В,"41,2","41,3",2,2,"40,474",5АЭ,5АЭ,5АЭ,"40,474",20,30647,"1240406,68",,,,
64165616,20210405,1,2021,17,20210412,20210413,"19,4",20210415,11,Б,"59,55","60,05","0,5","0,83","59,551",4А,4А,2А,"59,551",20,29515,"1757647,77",0000003342,20210415,"0,200",0
64654205,20210405,1,2021,17,20210412,20210413,"19,4",20210415,"11,3",Б,"54,75","54,3",2,"4,53","51,842",3А,5АЭ,5АЭ,"51,842",20,28865,"1496419,33",0000003346,20210415,"1,400",0
55097695,20210329,1,2021,63,20210408,20210415,0,20210415,2,Б,"59,7","60,6",2,"2,4","59,143",,5АЭ,5АЭ,"59,143",20,29158,"1724491,59",0000003313,20210415,"0,250",0
55174080,20210405,1,2021,61,20210408,20210415,0,20210415,2,В,"56,6","57,5",1,"1,17","56,826",,5А ЖДЛ,5А ЖДЛ,"56,826",20,31747,"1804055,02",0000003314,20210415,,1
55029623,20210331,1,2021,17,20210411,20210415,0,20210415,2,В,"54,11","52,25","2,5","3,25","50,554",3А,3АН,3АН,"50,554",20,29034,"1467784,84",0000003323,20210415,"0,400",0
61402087,20210404,1,2021,63,20210408,20210411,"19,2",20210415,11,Б,"62,75","63,25",3,"3,92","60,77",3А,5А,5А,"60,77",20,28737,"1746347,49",0000003341,20210415,"0,600",0
56587405,20210404,1,2021,63,20210408,20210415,0,20210415,2,В,"66,85","67,15",4,"4,07","64,416",15А,16А,16А,"64,416",20,24228,"1560670,85",,,,0
64472921,20210405,1,2021,61,20210408,20210415,0,20210415,2,Б,"57,8","57,8",1,"1,26","57,073",,5А ЖДЛ,5А ЖДЛ,"57,073",20,31747,"1811896,53",0000003317,20210415,"0,150",1
58497561,20210411,1,2021,61,20210412,20210413,"19,4",20210415,"10,3",Б,"64,9","65,5",4,"4,59","62,496",5А,5А,5А,"62,496",20,29397,"1837194,91",0000003338,20210415,"0,400",0
52973971,20210407,1,2021,63,20210412,20210413,"22,2",20210415,11,В,"62,65","64,1","3,48","3,63","61,772",3АН,3АН,3АН,"59,444",20,29215,"1736656,46",0000003336,20210415,,0
52973971,20210407,1,2021,63,20210412,20210413,"22,2",20210415,11,В,"62,65","64,1","3,48","3,63","61,772",5А,5А,5А,"2,328",20,28715,"66848,52",0000003336,20210415,,0
65626822,20210408,1,2021,58,20210411,20210415,0,20210415,2,В,"51,65","52,05",2,"2,66","50,666",3А,5АЭ,5АЭ,"50,666",20,29225,"1480713,85",0000003328,20210415,"0,350",0
60741485,20210406,1,2021,17,20210412,20210413,"19,4",20210415,11,Б,"64,13","60,45",4,"5,11","57,36",3АН,3АН,3АН,"57,36",20,29063,"1667053,68",0000003344,20210415,"0,700",0
58904319,20210402,1,2021,58,20210408,20210415,0,20210415,2,В,61,"60,95",3,"3,56","58,782",3А,5А,5А,"58,782",20,28556,"1678578,79",0000003315,20210415,"0,350",0
60333242,20210402,1,2021,58,20210408,20210415,0,20210415,2,В,"52,95","53,35",3,"3,45","51,507",3А,5А,5А,"51,507",20,28556,"1470833,89",0000003316,20210415,"0,250",0
63920847,20210406,1,2021,63,20210412,20210413,"22,2",20210415,11,В,"58,05","57,6",4,"5,17","54,624",3АН,3АН,3АН,"54,624",20,29215,"1595840,16",0000003345,20210415,"0,700",0
55121321,20210408,1,2021,63,20210412,20210413,"22,2",20210415,"10,3",В,"67,2","66,95",1,1,"66,33",,5А ЖДЛ,5А ЖДЛ,"66,33",20,30117,"1997660,61",,,,0
53476438,20210408,1,2021,63,20210412,20210414,"1,4",20210415,11,В,"68,6","68,1",3,"3,07","66,008",15А,16А,16А,"66,008",20,24467,"1615017,74",0000003337,20210415,,0
56982127,20210405,1,2021,63,20210411,20210415,0,20210415,2,Б,"67,89","67,8",2,"3,08","65,709",3АН,3АН,3АН,"65,709",20,29215,"1919688,44",0000003325,20210415,"0,750",0
63634489,20210405,1,2021,63,20210411,20210415,0,20210415,2,Б,"64,35","63,5","3,5","4,72","60,505",3АН,3АН,3АН,"60,505",20,29215,"1767653,58",0000003327,20210415,"0,800",0
52506417,20210407,1,2021,63,20210412,20210414,"3,2",20210415,11,В,"63,91","62,45","4,5","5,57","58,971",3АН,3АН,3АН,"58,971",20,29215,"1722837,77",0000003335,20210415,"0,700",0
58498205,20210330,1,2021,63,20210412,20210414,"1,4",20210415,11,В,"68,72","67,25",1,"1,44","66,28",2А,2А,2А,"66,28",20,29592,"1961357,76",0000003340,20210415,"0,300",0
60782539,20210330,1,2021,63,20210412,20210414,"1,4",20210415,11,В,"68,27","67,6",1,"1,66","66,478",2А,2А,2А,"66,478",20,29592,"1967216,98",0000003339,20210415,"0,450",0
52755337,20210330,1,2021,63,20210412,20210414,"3,2",20210415,"11,3",В,"67,95","67,35",1,"1,37","66,429",2А,2А,2А,"66,429",20,29592,"1965766,97",0000003343,20210415,"0,250",0
53487203,20210405,1,2021,63,20210411,20210415,0,20210415,2,Б,"66,83","64,75",4,"5,63","61,104",3АН,3АН,3АН,"61,104",20,29215,"1785153,36",0000003322,20210415,"1,100",0
58055385,20210405,1,2021,63,20210411,20210415,0,20210415,2,Б,"63,81","63,45",3,"3,99","60,916",3АН,3АН,3АН,"60,916",20,29215,"1779660,94",0000003326,20210415,"0,650",0
56940380,20210405,1,2021,63,20210411,20210415,0,20210415,2,В,"65,23","65,8",4,"4,88","62,592",3АН,3АН,3АН,"62,592",20,29215,"1828625,28",0000003324,20210415,"0,600",0
53482162,20210405,1,2021,63,20210411,20210415,0,20210415,2,Б,"67,19","66,85",4,"5,44","63,216",3АН,3АН,3АН,"63,216",20,29215,"1846855,44",0000003321,20210415,"1,000",0
56443989,20210401,1,2021,61,20210404,20210415,1,20210415,3,В,"65,25","38,45","1,59","1,59","37,84",8АЭ,8АЭ,9А,"15,682",20,29649,"464955,62",0000003312,20210415,,0
56443989,20210401,1,2021,61,20210404,20210415,1,20210415,3,В,"65,25","38,45","1,59","1,59","37,84",5АЭ,5АЭ,5АЭ,"22,158",20,29499,"653638,84",0000003312,20210415,,0
63922827,20210406,1,2021,63,20210413,20210414,10,20210415,1,Г,"62,4","61,8","3,5","3,97","59,347",,5АЭ,5АЭ,"59,347",20,29181,"1731804,81",0000003360,20210415,"0,300",0
53600888,20210408,1,2021,63,20210413,20210414,"11,1",20210415,"0,1",А,"58,1","57,55","4,5","5,16","54,578",3АН,3АН,3АН,"54,578",20,29215,"1594496,27",0000003352,20210415,"0,400",0
61922480,20210326,1,2021,17,20210331,20210414,"17,4",20210415,"0,1",А,"57,1","52,25",2,"2,38","51,009",3А,5АЭ,5АЭ,"51,009",20,28837,"1470946,53",0000003350,20210415,"0,200",0
56424351,20210408,1,2021,63,20210413,20210414,10,20210415,"0,1",А,"64,51",64,"9,5","11,06","56,924",3АН,12А,12А,"56,924",20,28215,"1606110,66",0000003356,20210415,"1,100",0
53585188,20210409,1,2021,63,20210413,20210414,10,20210415,"0,1",А,"56,4","54,05","4,5","6,44","50,567",3А,5АЭ,5АЭ,"50,567",20,28978,"1465330,53",0000003351,20210415,"1,100",0
56942907,20210410,1,2021,61,20210413,20210414,"5,2",20210415,"0,1",Г,"59,8","59,35","3,5","4,39","56,742",3АН,3АН,3АН,"56,742",20,31097,"1764505,97",0000003357,20210415,"0,550",1
53472239,20210410,1,2021,61,20210413,20210414,"5,2",20210415,"0,1",Г,"59,85","60,15",1,"1,08","59,499",5А ЖДЛ,3А ЖДЛ,3А ЖДЛ,"59,499",20,31049,"1847384,45",,,,0
55912976,20210408,1,2021,63,20210413,20210414,"9,2",20210415,"0,1",А,"64,4","64,85",2,"2,45","63,259",3А,5АЭ,5АЭ,"63,259",20,28987,"1833688,63",0000003354,20210415,"0,300",0
56370992,20210409,1,2021,63,20210413,20210414,"11,2",20210415,"0,1",А,"67,15","66,95",4,5,"63,6",3А,5АЭ,5АЭ,"63,6",20,28978,"1843000,8",0000003355,20210415,"0,700",0
58365222,20210409,1,2021,63,20210413,20210414,"11,1",20210415,"0,1",А,"67,45","67,2","3,5","4,51","64,172",3А,5АЭ,5АЭ,"64,172",20,28978,"1859576,22",0000003358,20210415,"0,700",0
58901547,20210406,1,2021,58,20210413,20210414,"9,2",20210415,"0,1",А,"68,05","68,1",2,"3,37","65,807",3А,3АН,3АН,"65,807",20,29056,"1912088,19",0000003359,20210415,"0,950",0
54111729,20210408,1,2021,63,20210413,20210414,10,20210415,"0,1",А,"63,2",63,7,"8,11","57,892",3А,12А,12А,"57,892",20,28467,"1648011,56",0000003353,20210415,"0,750",0
62186283,20210402,1,2021,17,20210410,20210415,0,20210415,2,В,"67,7","67,8","4,91","6,1","63,664",5А,5А,5А,"3,007",20,30597,"92005,18",0000003320,20210415,"0,850",1
62186283,20210402,1,2021,17,20210410,20210415,0,20210415,2,В,"67,7","67,8","4,91","6,1","63,664",3АН,3АН,3АН,"60,657",20,31097,"1886250,73",0000003320,20210415,,1
56986110,20210406,1,2021,61,20210410,20210415,0,20210415,2,В,"57,15","57,45","4,5","5,58","54,244",5АЭ,5АЭ,5АЭ,"54,244",20,29499,"1600143,76",0000003318,20210415,"0,650",0
60635505,20210406,1,2021,61,20210410,20210415,0,20210415,2,В,60,"59,95",5,"5,87","56,43",5АЭ,5АЭ,5АЭ,"56,43",20,29499,"1664628,57",0000003319,20210415,"0,550",0
0059,20210413,1,2021,61,20210413,20210415,3,20210415,5,Г,"43,25","43,1",2,2,"42,238",5АЭ,5АЭ,5АЭ,"42,238",20,30647,"1294467,99",,,,
0067,20210413,1,2021,61,20210413,20210415,3,20210415,5,Г,"35,65","35,65",2,2,"34,937",5АЭ,5АЭ,5АЭ,"34,937",20,30647,"1070714,24",,,,
0058,20210413,1,2021,61,20210413,20210415,3,20210415,5,Г,"34,4","34,05",2,2,"33,369",5АЭ,5АЭ,5АЭ,"33,369",20,30647,"1022659,74",0000003332,20210415,,
0061,20210413,1,2021,61,20210413,20210415,3,20210415,5,В,"38,1","38,75",2,2,"37,975",5АЭ,5АЭ,5АЭ,"37,975",20,30647,"1163819,83",0000003333,20210415,,
0066,20210413,1,2021,61,20210413,20210415,3,20210415,5,В,"32,15","32,7",2,2,"32,046",5АЭ,5АЭ,5АЭ,"32,046",20,30647,"982113,76",0000003334,20210415,,
0018,20210413,1,2021,61,20210413,20210415,3,20210415,5,В,"34,15","35,05",2,2,"34,349",5АЭ,5АЭ,5АЭ,"34,349",20,30647,"1052693,8",0000003329,20210415,,
0055,20210413,1,2021,61,20210413,20210415,3,20210415,5,В,"33,75","34,5",2,2,"33,81",5АЭ,5АЭ,5АЭ,"33,81",20,30647,"1036175,07",0000003331,20210415,,
0044,20210413,1,2021,61,20210413,20210415,3,20210415,5,В,"31,45","32,3",2,2,"31,654",5АЭ,5АЭ,5АЭ,"31,654",20,30647,"970100,14",0000003330,20210415,,
0053,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"46,65","46,55",2,2,"45,619",5АЭ,5АЭ,5АЭ,"45,619",20,30647,"1398085,49",,,,
0022,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"36,35","36,45",2,2,"35,721",5АЭ,5АЭ,5АЭ,"35,721",20,30647,"1094741,49",,,,
0070,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"40,9","40,85",2,2,"40,033",5АЭ,5АЭ,5АЭ,"40,033",20,30647,"1226891,35",,,,
0069,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"30,85","30,9",2,2,"30,282",5АЭ,5АЭ,5АЭ,"30,282",20,30647,"928052,45",,,,
0048,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"39,15","39,05",2,2,"38,269",5АЭ,5АЭ,5АЭ,"38,269",20,30647,"1172830,04",,,,
0063,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"41,2","41,5",2,2,"40,67",5АЭ,5АЭ,5АЭ,"40,67",20,30647,"1246413,49",,,,
0036,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"33,9","34,5",2,2,"33,81",5АЭ,5АЭ,5АЭ,"33,81",20,30647,"1036175,07",0000003348,20210415,,
0071,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"38,55","38,6",2,2,"37,828",5АЭ,5АЭ,5АЭ,"37,828",20,30647,"1159314,72",,,,
0065,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"54,65","54,85",1,1,"54,301",8АЭ,8АЭ,9А,"54,301",20,30797,"1672307,9",,,,
0056,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"38,75","38,8",2,2,"38,024",5АЭ,5АЭ,5АЭ,"38,024",20,30647,"1165321,53",,,,
0068,20210414,1,2021,61,20210414,20210415,"0,1",20210415,"1,1",В,"45,15","45,05",2,2,"44,149",5АЭ,5АЭ,5АЭ,"44,149",20,30647,"1353034,4",,,,
